6.571923850701932857e-01,7.078377069545741529e-01,1.000000000000000000e+00
8.413742576765013137e-01,1.658865298291385404e-01,1.000000000000000000e+00
2.615176833526552391e-01,5.781008829156075723e-01,1.000000000000000000e+00
2.935373770396738635e-01,1.869300329295744412e-01,1.000000000000000000e+00
7.847983497918048501e-01,8.443365412893766297e-01,1.000000000000000000e+00
4.657312940661932910e-01,5.929617519606337206e-01,1.000000000000000000e+00
2.639290705119681224e-01,8.741964393110753795e-01,1.000000000000000000e+00
2.631034819199822294e-01,4.490694574397655625e-01,1.000000000000000000e+00
9.861361023849861684e-01,8.078055263680652409e-01,1.000000000000000000e+00
2.581582743415267167e-01,3.992297374079905037e-01,1.000000000000000000e+00
4.173589354600459878e-01,3.960579005295794541e-02,1.000000000000000000e+00
6.363259236634626337e-01,7.330433202615481703e-01,1.000000000000000000e+00
5.865449656691775759e-01,4.997395348342480448e-01,1.000000000000000000e+00
1.273760354438920883e-01,6.037000022984365666e-01,1.000000000000000000e+00
2.289643530413509875e-02,8.676156950307273297e-01,1.000000000000000000e+00
1.523296504631298509e-01,6.924641023335941226e-01,1.000000000000000000e+00
6.009950925264718746e-01,5.061856177475326790e-01,1.000000000000000000e+00
7.147105988569649737e-01,8.833241733114709504e-01,1.000000000000000000e+00
1.698358633296430664e-01,3.643246887855989824e-01,1.000000000000000000e+00
9.075534050378666340e-01,6.595349431994508294e-01,1.000000000000000000e+00
1.540512711887376263e-01,2.083235845889479521e-01,1.000000000000000000e+00
7.549534018062951102e-01,8.889901472205798960e-01,1.000000000000000000e+00
5.678057667057307967e-01,4.733343373132435916e-01,1.000000000000000000e+00
1.177047258040464506e-02,9.118552397492363237e-02,1.000000000000000000e+00
6.797380403674062599e-01,4.654441899942842742e-01,1.000000000000000000e+00
6.169589336811052149e-01,8.521774651620623864e-01,1.000000000000000000e+00
6.116565841195881204e-01,1.424375428042435887e-01,1.000000000000000000e+00
9.029285905654165223e-01,8.521993957705751299e-01,1.000000000000000000e+00
9.039426049278135311e-01,9.042146025833752709e-02,1.000000000000000000e+00
9.411282914394434318e-01,4.866306476987409813e-01,1.000000000000000000e+00
9.155140041550566821e-01,2.769961170788258764e-01,1.000000000000000000e+00
4.855690811381299099e-01,8.613459874556884666e-01,1.000000000000000000e+00
3.859919696673866918e-01,8.920186259148237262e-01,1.000000000000000000e+00
5.297507356309217874e-01,6.506586345632395796e-01,1.000000000000000000e+00
1.179991592098768027e-01,9.243213372756906576e-01,1.000000000000000000e+00
6.085793432654379442e-01,4.752677944147976064e-01,1.000000000000000000e+00
9.604617793217652411e-01,4.223623003324499248e-01,1.000000000000000000e+00
2.655806358572962989e-01,6.719996306940368980e-01,1.000000000000000000e+00
2.737578208052867668e-01,5.716807564981652989e-01,1.000000000000000000e+00
7.547901074724423509e-01,5.525674537152786003e-01,1.000000000000000000e+00
2.038408007817905654e-01,5.369324824735599577e-01,1.000000000000000000e+00
6.531012950081794832e-01,7.422837124227865679e-01,1.000000000000000000e+00
8.251245177584730639e-01,5.428174405241770195e-02,1.000000000000000000e+00
7.191691780069030537e-01,3.546685168783447750e-02,1.000000000000000000e+00
5.746407752476060393e-01,8.179808148456810812e-01,1.000000000000000000e+00
6.958857239857854093e-01,1.909931254441384896e-01,1.000000000000000000e+00
3.594290999460747482e-01,7.657937127422229651e-01,1.000000000000000000e+00
1.087939388421280684e-01,2.579223815084207283e-01,1.000000000000000000e+00
4.734438142227130886e-01,2.979104853454084267e-01,1.000000000000000000e+00
8.478499781925801226e-01,7.345592941710271662e-01,1.000000000000000000e+00
9.738514370691986333e-01,7.840705699823273811e-01,1.000000000000000000e+00
6.711284613135101162e-01,4.001354331052032753e-01,1.000000000000000000e+00
5.577451766406067435e-01,7.282668215341866480e-01,1.000000000000000000e+00
6.840439177986200603e-01,7.390941519164349049e-01,1.000000000000000000e+00
3.407704237238636802e-01,7.355003474018919629e-01,1.000000000000000000e+00
6.067708381609379087e-01,4.150777116649669862e-01,1.000000000000000000e+00
7.139122619411576443e-01,6.568510601087985679e-01,1.000000000000000000e+00
1.286861822001171829e-01,4.279565486746501612e-01,1.000000000000000000e+00
9.341515773081062735e-01,5.201356580619235226e-01,1.000000000000000000e+00
5.215431886677119877e-01,1.220938673214718717e-01,1.000000000000000000e+00
1.506899188120744970e-01,8.305048300265041039e-01,1.000000000000000000e+00
7.584468415065659386e-01,4.059542273511033139e-01,1.000000000000000000e+00
5.484893973478524032e-01,9.627082025304373181e-01,1.000000000000000000e+00
8.114184410001122894e-01,7.498206529274393795e-01,1.000000000000000000e+00
2.566185146763833025e-02,6.305345818744239050e-01,1.000000000000000000e+00
6.974471925907376191e-01,4.970823518891943626e-01,1.000000000000000000e+00
5.296316175231141621e-01,6.373860288497855686e-01,1.000000000000000000e+00
9.711393806685303387e-01,2.081895844188828004e-01,1.000000000000000000e+00
2.087137732272565938e-01,3.836490195195265684e-01,1.000000000000000000e+00
8.035291139705980079e-02,9.904634592933658777e-01,1.000000000000000000e+00
6.176362088448477117e-01,7.660388099238963910e-01,1.000000000000000000e+00
8.604961721540548281e-01,9.582844795105779356e-01,1.000000000000000000e+00
1.947609492316578761e-01,5.567436579891567039e-01,1.000000000000000000e+00
6.687182455229218059e-01,9.858911759954966936e-01,1.000000000000000000e+00
4.953406417303733988e-01,9.358668786996338085e-01,1.000000000000000000e+00
7.476520648027854543e-01,4.456780839488184709e-01,1.000000000000000000e+00
3.609624296356416240e-01,7.455242549840570554e-01,1.000000000000000000e+00
4.926017912425795231e-01,7.430652419488045224e-01,1.000000000000000000e+00
5.703566698895896625e-01,1.673864697208735652e-01,1.000000000000000000e+00
6.871475567574425458e-01,1.990215662418588494e-01,1.000000000000000000e+00
2.708238681502893597e-01,9.981222400119638127e-02,1.000000000000000000e+00
2.850144407050025919e-01,8.875569607124498273e-01,1.000000000000000000e+00
7.939035595631143138e-01,6.666566413916663603e-02,1.000000000000000000e+00
7.878466745232248769e-02,4.990679342221826520e-01,1.000000000000000000e+00
9.410819345838224992e-01,7.229463678525361869e-01,1.000000000000000000e+00
5.391634952444200879e-01,6.305114210228227600e-01,1.000000000000000000e+00
3.684582018807717185e-01,5.594863366208008282e-01,1.000000000000000000e+00
2.966241160822222778e-01,6.121589980511250584e-01,1.000000000000000000e+00
7.844640859088856111e-01,3.479644757862693227e-01,1.000000000000000000e+00
6.623328618268210510e-01,4.618339624702544333e-01,1.000000000000000000e+00
